,Method,Parameter,Signal_id,Repetition,-5,0,10,20
1600,brevdo_method,"((), {})",McSyntheticMixture,0,-2.9131871141281627,1.5262512801617825,12.569704130614259,22.659907017026516
1601,brevdo_method,"((), {})",McSyntheticMixture,1,-2.706701975661967,2.473161286183575,13.32656802503311,22.852416384215765
1602,brevdo_method,"((), {})",McSyntheticMixture,2,-2.6345304196642605,2.4327976807260514,8.1220483153637,22.815689865609997
1603,brevdo_method,"((), {})",McSyntheticMixture,3,-2.8058846782735336,1.5163009582474198,13.056821371618234,20.99591259247454
1604,brevdo_method,"((), {})",McSyntheticMixture,4,-2.721491951569728,2.141224949665903,9.186472031603477,22.753195276015965
1605,brevdo_method,"((), {})",McSyntheticMixture,5,-1.8159260773156383,3.2363217220336375,9.53730009166911,19.90009675768124
1606,brevdo_method,"((), {})",McSyntheticMixture,6,-2.2836325683182137,2.7627315966370665,12.119295352698831,18.637757390888645
1607,brevdo_method,"((), {})",McSyntheticMixture,7,-2.0521050783370214,2.9307630901335795,13.296515925646837,23.363102877661714
1608,brevdo_method,"((), {})",McSyntheticMixture,8,-2.995603600481696,2.6831487968241015,9.804987612764641,20.13961843072973
1609,brevdo_method,"((), {})",McSyntheticMixture,9,-3.3333401828031155,1.588207695795785,7.437776198078087,23.345979419669348
1610,brevdo_method,"((), {})",McSyntheticMixture,10,-2.858247150382034,2.0934388554334453,10.567792221896692,16.8137209965116
1611,brevdo_method,"((), {})",McSyntheticMixture,11,-3.046052288982384,1.6996042535547997,7.980493863534486,22.66831479261672
1612,brevdo_method,"((), {})",McSyntheticMixture,12,-2.5458385713379843,2.128314363487049,10.692602667137391,22.79671269977205
1613,brevdo_method,"((), {})",McSyntheticMixture,13,-2.698309997131289,3.034437198708031,7.4870008595179725,12.101448015797311
1614,brevdo_method,"((), {})",McSyntheticMixture,14,-2.724930500185563,2.327394170683551,10.795631278191884,22.92493500729399
1615,brevdo_method,"((), {})",McSyntheticMixture,15,-2.335161035704576,1.7624670396066406,12.238114985370277,23.38187697256082
1616,brevdo_method,"((), {})",McSyntheticMixture,16,-2.3984797709017442,1.526086246762991,9.99912066125598,22.900878183886014
1617,brevdo_method,"((), {})",McSyntheticMixture,17,-2.8785833890705055,1.8186533696925875,13.217580192356817,22.714266661528715
1618,brevdo_method,"((), {})",McSyntheticMixture,18,-2.588710401619095,3.0174761290955625,12.601067843002799,22.936455800696347
1619,brevdo_method,"((), {})",McSyntheticMixture,19,-2.6169501829311055,2.3163165132857397,12.758050242408974,22.6742960142747
1620,brevdo_method,"((), {})",McSyntheticMixture,20,-3.0012175519912745,2.3894376601675464,13.021655207969268,23.663560256197634
1621,brevdo_method,"((), {})",McSyntheticMixture,21,-2.6154519730698707,2.2942986219293124,8.984750300174655,22.020510931536123
1622,brevdo_method,"((), {})",McSyntheticMixture,22,-2.8265244302618555,1.063745559552938,11.24601440578617,20.386141633931896
1623,brevdo_method,"((), {})",McSyntheticMixture,23,-1.9218535500292213,2.9575129311082433,10.503511683659667,23.32219301566112
1624,brevdo_method,"((), {})",McSyntheticMixture,24,-2.6799094505060808,2.6845223203021167,11.594031730533443,13.262904515670893
1625,brevdo_method,"((), {})",McSyntheticMixture,25,-3.04793026137093,2.3770402035976685,7.576131237520414,17.802530466440132
1626,brevdo_method,"((), {})",McSyntheticMixture,26,-2.614698818087058,1.6051251871639607,10.61459578281328,23.094969493448097
1627,brevdo_method,"((), {})",McSyntheticMixture,27,-2.4299895115682673,1.9566928302170716,7.860625844224945,23.315844892325963
1628,brevdo_method,"((), {})",McSyntheticMixture,28,-2.8968283808739166,2.369321608269019,10.354219850005551,23.04418914829277
1629,brevdo_method,"((), {})",McSyntheticMixture,29,-2.8055760777100716,1.6921400932124742,10.967459099078862,12.201075232101095
1630,brevdo_method,"((), {})",McSyntheticMixture,30,-2.602173816495257,2.1602770100030284,9.232517646719812,23.07275611418923
1631,brevdo_method,"((), {})",McSyntheticMixture,31,-2.527627963400492,1.7514333809426414,10.542269194119122,22.182478772267903
1632,brevdo_method,"((), {})",McSyntheticMixture,32,-2.461335686727798,2.68074129224464,10.236909510586731,23.33761095623764
1633,brevdo_method,"((), {})",McSyntheticMixture,33,-2.6518440114951054,2.7165405537142187,7.973162275077172,22.460051378877132
1634,brevdo_method,"((), {})",McSyntheticMixture,34,-2.7621224506145836,2.5140542435979403,13.041401550384688,14.178619959030911
1635,brevdo_method,"((), {})",McSyntheticMixture,35,-2.593343298034545,1.7249730771121454,7.831260816417536,22.821958736631963
1636,brevdo_method,"((), {})",McSyntheticMixture,36,-2.4795073158978416,2.3017296257144335,13.061812780857027,22.07275923305517
1637,brevdo_method,"((), {})",McSyntheticMixture,37,-1.9315249876600413,2.0876582091434654,12.964017113592911,23.70120567269719
1638,brevdo_method,"((), {})",McSyntheticMixture,38,-2.879587102258963,1.5543513207969786,13.368556290381262,20.78627968939739
1639,brevdo_method,"((), {})",McSyntheticMixture,39,-2.4877372149507417,2.8165789070971203,9.94969086104324,12.6048936235512
1640,brevdo_method,"((), {})",McSyntheticMixture,40,-1.912142054890321,2.1801483679250193,9.780955621931199,17.12830483080047
1641,brevdo_method,"((), {})",McSyntheticMixture,41,-2.4374704409822994,1.923656221629474,6.903036596368227,22.896519844034447
1642,brevdo_method,"((), {})",McSyntheticMixture,42,-2.414573937851272,0.9772756929852215,11.814761317226496,13.02094206855903
1643,brevdo_method,"((), {})",McSyntheticMixture,43,-2.473764126802854,2.01929489624108,7.375301148258946,19.873594552146574
