,Method,Parameter,Signal_id,Repetition,-5,0,10,20
0,brevdo_method,"((), {})",McMultiLinear,0,-2.880866437959444,1.8115294099592882,11.810383749437747,21.80410736516731
1,brevdo_method,"((), {})",McMultiLinear,1,-3.3314911346005953,1.7223497182601326,11.773059854477719,21.759306080773428
2,brevdo_method,"((), {})",McMultiLinear,2,-3.587833818698652,1.7205132987124947,11.662932031148323,21.619109215723054
3,brevdo_method,"((), {})",McMultiLinear,3,-3.5899498623688615,1.6713645433696314,11.534047428644854,21.490446665458947
4,brevdo_method,"((), {})",McMultiLinear,4,-3.51956702237133,1.729024375386442,11.64845693875428,21.634328605564317
5,brevdo_method,"((), {})",McMultiLinear,5,-3.1788423754092503,1.8474676536914627,11.790981217476105,21.69966810084209
6,brevdo_method,"((), {})",McMultiLinear,6,-3.747332570540667,1.693661254841614,11.697029616996923,21.641493415093485
7,brevdo_method,"((), {})",McMultiLinear,7,-3.2611662755208917,1.7018885666800518,11.677907610461538,21.617533805494983
8,brevdo_method,"((), {})",McMultiLinear,8,-3.612903885879076,1.0702689963426746,11.813498377246914,21.76899540274631
9,brevdo_method,"((), {})",McMultiLinear,9,-3.7318001015760616,0.8390465671401683,11.625865721185328,21.59153802441935
10,brevdo_method,"((), {})",McMultiLinear,10,-3.479030884411543,1.4389396835875614,11.431013743336763,21.400839208949094
11,brevdo_method,"((), {})",McMultiLinear,11,-3.4476681785490504,0.9593602465218716,11.695182272224532,21.658878391537485
12,brevdo_method,"((), {})",McMultiLinear,12,-3.04325624942996,1.8559992207969405,11.804286632186232,21.76778802414588
13,brevdo_method,"((), {})",McMultiLinear,13,-3.5452920076327574,1.4788489061229564,11.47487376663097,21.42464978874259
14,brevdo_method,"((), {})",McMultiLinear,14,-3.093130034288014,1.8375563535784853,11.556637278585685,21.523043290846715
15,brevdo_method,"((), {})",McMultiLinear,15,-3.7343074063078667,1.6289932743029332,11.652802060744454,21.634391742507745
16,brevdo_method,"((), {})",McMultiLinear,16,-3.590895692622137,1.5215897060495185,11.745761019250821,21.70387309902269
17,brevdo_method,"((), {})",McMultiLinear,17,-3.3202565430547986,1.4219823153038536,11.470217340565076,21.442966076086584
18,brevdo_method,"((), {})",McMultiLinear,18,-3.4891994729104203,1.2268310109651588,11.797667736015134,21.727094506992195
19,brevdo_method,"((), {})",McMultiLinear,19,-3.336758664702486,1.8101732268791726,11.671001711082251,21.645249413438606
20,brevdo_method,"((), {})",McMultiLinear,20,-3.5838694029027685,1.6642021245642724,11.764867181995433,21.73536848523481
21,brevdo_method,"((), {})",McMultiLinear,21,-3.813756017083686,1.0006459456781005,11.510523956154143,21.468830579118382
22,brevdo_method,"((), {})",McMultiLinear,22,-3.2941874335976,1.4790388244207686,11.647999891291365,21.622568377523574
23,brevdo_method,"((), {})",McMultiLinear,23,-3.3124200002601216,1.7038061280586878,11.809264131379805,21.839790791151145
24,brevdo_method,"((), {})",McMultiLinear,24,-3.1682699879710885,1.477232753904666,11.658248020109955,21.600471957031658
25,brevdo_method,"((), {})",McMultiLinear,25,-3.113497630224033,1.1385537970216928,11.63797024361572,21.60374095525431
26,brevdo_method,"((), {})",McMultiLinear,26,-3.592567692927322,1.0410241202864714,11.529838369359936,21.504891734319678
27,brevdo_method,"((), {})",McMultiLinear,27,-3.4906240125673103,1.6306521164032284,11.868545255337601,21.877338133784594
28,brevdo_method,"((), {})",McMultiLinear,28,-3.6040146701399625,1.7046393943515903,11.666655048959145,21.706425635696355
29,brevdo_method,"((), {})",McMultiLinear,29,-3.4607179872598017,1.5198868714607883,11.474318471366127,21.43853517420761
30,brevdo_method,"((), {})",McMultiLinear,30,-3.431588455517782,1.4045659414134346,11.493009254219785,21.462395808333245
31,brevdo_method,"((), {})",McMultiLinear,31,-3.7742505983284014,1.5785383297274291,11.533406781643906,21.516391476552094
32,brevdo_method,"((), {})",McMultiLinear,32,-3.048910092789074,1.710805796146744,11.668742523381223,21.644148170401575
33,brevdo_method,"((), {})",McMultiLinear,33,-3.716618522087576,1.4849559340328438,11.447699133792426,21.37902844054432
34,brevdo_method,"((), {})",McMultiLinear,34,-3.7432395950464397,1.3830493438573175,11.488213882533815,21.45374183353152
35,brevdo_method,"((), {})",McMultiLinear,35,-3.087235621009039,1.6568460531741567,11.64735629218525,21.634150350813837
36,brevdo_method,"((), {})",McMultiLinear,36,-2.92239034842634,1.1530892142444007,11.595186060126995,21.55469843639521
37,brevdo_method,"((), {})",McMultiLinear,37,-3.371246401567423,1.8509318290789185,11.72133036440214,21.721933101830125
38,brevdo_method,"((), {})",McMultiLinear,38,-3.696595061530048,1.5857398245355458,11.635763554800205,21.679831530854084
39,brevdo_method,"((), {})",McMultiLinear,39,-3.693065031556204,1.6280233049995974,11.572155191437838,21.55665964937495
40,brevdo_method,"((), {})",McMultiLinear,40,-3.0451993119457166,1.7770384257557876,11.713421458651855,21.589235826286117
41,brevdo_method,"((), {})",McMultiLinear,41,-3.484220329921433,1.9079917741115242,11.863347448088536,21.812613189255508
42,brevdo_method,"((), {})",McMultiLinear,42,-3.8687587322990735,1.6727961503252151,11.697682836221253,21.652881977182737
43,brevdo_method,"((), {})",McMultiLinear,43,-3.1393938087001616,0.555494719140435,11.728193426254883,21.677781525878103
44,brevdo_method,"((), {})",McMultiLinear,44,-3.571072256762478,1.7751753403473838,11.725854918176545,21.651572205994782
45,brevdo_method,"((), {})",McMultiLinear,45,-3.771040130916063,1.6534164854617874,11.631808561825594,21.606020739804475
