,Method,Parameter,Signal_id,Repetition,-5,0,10,20,30
759,contour_filtering,"((), {})",McSyntheticMixture2,9,1.0974103642430313,6.520154848078605,15.57463780864243,23.97524463067186,33.93371160474006
760,contour_filtering,"((), {})",McSyntheticMixture2,10,0.887267302377877,5.8889516457244895,15.633237389268418,24.48179256244854,32.97804424007757
761,contour_filtering,"((), {})",McSyntheticMixture2,11,1.3656191353799816,5.619164821058442,15.499810068103159,24.68642407493549,33.94736170627891
762,contour_filtering,"((), {})",McSyntheticMixture2,12,1.7143429926380518,7.934176744677527,16.38535122763775,25.1077810196809,34.00277838752092
763,contour_filtering,"((), {})",McSyntheticMixture2,13,2.266460320869657,6.865344327489902,15.467538819847753,23.819353841927743,31.346925375559852
764,contour_filtering,"((), {})",McSyntheticMixture2,14,0.9072265091739624,6.065087296035163,15.138103723421839,24.296555190025284,33.669852506899865
765,contour_filtering,"((), {})",McSyntheticMixture2,15,1.2983956690538336,6.418925523035378,15.510764476224848,24.582121225211427,33.64513073314466
766,contour_filtering,"((), {})",McSyntheticMixture2,16,1.6896571009978438,5.631136343452486,15.550447318544165,24.451211263477536,33.85170739214618
767,contour_filtering,"((), {})",McSyntheticMixture2,17,1.765842522615031,6.495912743608525,15.18553067878588,24.47090329693898,33.50100356807278
768,contour_filtering,"((), {})",McSyntheticMixture2,18,1.2120798422949912,6.7883148658265045,15.6537713982882,24.6517112893375,33.88048180335992
769,contour_filtering,"((), {})",McSyntheticMixture2,19,1.5666603886720807,5.6348283137377875,14.886992951860453,24.376419127048216,33.517679487039736
770,contour_filtering,"((), {})",McSyntheticMixture2,20,1.3028693486835476,7.613633989888112,15.575011854147396,24.681761058464403,32.0377730524454
771,contour_filtering,"((), {})",McSyntheticMixture2,21,1.5236745491510026,6.503779931164666,15.399105491291888,24.439677353429996,33.66719863294304
772,contour_filtering,"((), {})",McSyntheticMixture2,22,1.6930729937303286,6.235019281432076,15.888968334507032,24.630576107315356,33.861192712524385
773,contour_filtering,"((), {})",McSyntheticMixture2,23,1.8000926996219044,7.11754568432319,15.817133055453183,24.57761193860494,33.930577136160444
774,contour_filtering,"((), {})",McSyntheticMixture2,24,0.8651641377679449,5.8883064082118235,15.685159011480422,23.911870654309354,33.372865098249044
775,contour_filtering,"((), {})",McSyntheticMixture2,25,2.8149191537275002,7.748675293595191,16.338673719158304,24.966613164376504,33.793336849810146
776,contour_filtering,"((), {})",McSyntheticMixture2,26,1.1429578314660596,5.161365032367097,15.301414591069921,24.389629080071288,33.497889444307816
777,contour_filtering,"((), {})",McSyntheticMixture2,27,1.359725469879602,7.228672910090492,15.953035798690529,24.820285898821083,33.88834539835175
778,contour_filtering,"((), {})",McSyntheticMixture2,28,0.365920082812084,7.077671823314265,15.613282307717844,24.78593140970526,33.94943057613351
779,contour_filtering,"((), {})",McSyntheticMixture2,29,1.807039381295413,6.959937111156968,14.810687278294132,24.524809731631713,33.78983748039448
2460,delaunay_triangulation,{'adapt_thr': True},McSyntheticMixture2,0,-1.8113011381220567,2.872650813736017,15.236758808128547,25.221849176290007,33.855685252045355
2461,delaunay_triangulation,{'adapt_thr': True},McSyntheticMixture2,1,0.30010924541028927,2.6739763575842215,14.807868827711921,23.196905353688464,33.85344343795665
2462,delaunay_triangulation,{'adapt_thr': True},McSyntheticMixture2,2,-2.3439138988770063,2.7604588924133946,14.473855281755515,24.214126277397575,34.09393924346594
2463,delaunay_triangulation,{'adapt_thr': True},McSyntheticMixture2,3,-0.7474187067042113,2.0612202457526823,14.988284671392067,25.646843092590306,33.87492571540215
2464,delaunay_triangulation,{'adapt_thr': True},McSyntheticMixture2,4,-0.5999018029599071,3.1826597266095003,14.32849669107927,24.01820813146676,34.400321561681125
2465,delaunay_triangulation,{'adapt_thr': True},McSyntheticMixture2,5,-0.8097717093370451,4.3082015534937215,16.331074445739993,25.204486395221704,34.93555709422039
2466,delaunay_triangulation,{'adapt_thr': True},McSyntheticMixture2,6,-2.229961739426691,3.6251353749434836,14.941488778791388,24.910607332163288,34.66061459065738
2467,delaunay_triangulation,{'adapt_thr': True},McSyntheticMixture2,7,-1.6313837886132545,3.317622385222121,15.404288791708803,25.053729480851196,34.433811458707886
2468,delaunay_triangulation,{'adapt_thr': True},McSyntheticMixture2,8,-2.8278251652119124,2.324169815658141,15.503583272480892,25.10001219432406,35.36656652466728
2469,delaunay_triangulation,{'adapt_thr': True},McSyntheticMixture2,9,-1.0693560458812048,2.9722660121170286,14.71996794037964,23.749393801040117,34.19754826600007
2470,delaunay_triangulation,{'adapt_thr': True},McSyntheticMixture2,10,-0.4894631946788342,3.8931824695700423,15.154646897924993,24.64861503241295,34.28382658059901
2471,delaunay_triangulation,{'adapt_thr': True},McSyntheticMixture2,11,-4.002477976314449,1.9434364423118302,14.880251365699461,24.68984087822923,34.73516927097912
2472,delaunay_triangulation,{'adapt_thr': True},McSyntheticMixture2,12,-0.7876428533843953,3.548714919679312,15.147905613595732,25.125739453587208,33.41807943381662
2473,delaunay_triangulation,{'adapt_thr': True},McSyntheticMixture2,13,-0.00114381192941878,4.793116595330725,15.591801917625943,25.026356416054586,34.92370276669617
2474,delaunay_triangulation,{'adapt_thr': True},McSyntheticMixture2,14,-0.6798341441358824,3.65969873159968,14.535858309248809,23.27449887175942,34.45999274564461
2475,delaunay_triangulation,{'adapt_thr': True},McSyntheticMixture2,15,-0.9723583250864678,3.363870855316292,14.416996493947174,23.723654581510285,34.31712384813635
2476,delaunay_triangulation,{'adapt_thr': True},McSyntheticMixture2,16,-0.5203846050507923,4.283250070029105,14.33231997308603,23.905484053363082,34.73737267906523
2477,delaunay_triangulation,{'adapt_thr': True},McSyntheticMixture2,17,-0.6240894153289924,2.8467029609476047,15.14181028652452,24.888407107256022,33.62354530730522
2478,delaunay_triangulation,{'adapt_thr': True},McSyntheticMixture2,18,-0.4009515594669921,4.35658052915183,15.932902863430144,25.259196941018672,33.99369243380497
2479,delaunay_triangulation,{'adapt_thr': True},McSyntheticMixture2,19,0.5429379399756195,5.111397906584743,14.730096326724462,24.35461035057753,34.24284482854234
2480,delaunay_triangulation,{'adapt_thr': True},McSyntheticMixture2,20,-2.389423109074251,2.68668766043137,15.0715579732074,24.704353005219986,34.384184165797635
2481,delaunay_triangulation,{'adapt_thr': True},McSyntheticMixture2,21,-1.5517450715559455,2.7416523161490645,14.365052855421993,24.019438604073244,34.24569562566231
2482,delaunay_triangulation,{'adapt_thr': True},McSyntheticMixture2,22,-1.1910478858529059,2.0436839155553352,15.127648042097166,25.058414633705297,34.8762445514016
2483,delaunay_triangulation,{'adapt_thr': True},McSyntheticMixture2,23,-1.6698774756769406,3.406880711731575,14.494455110465976,24.636711634238534,34.3911880820834
2484,delaunay_triangulation,{'adapt_thr': True},McSyntheticMixture2,24,-1.072830365066081,3.4375729597318676,15.02102061611146,25.013467730523825,34.27879929876028
2485,delaunay_triangulation,{'adapt_thr': True},McSyntheticMixture2,25,-3.0689446759161494,4.488538104428046,15.08423596479492,24.975084079068097,34.67123514485239
2486,delaunay_triangulation,{'adapt_thr': True},McSyntheticMixture2,26,-1.0862111466179774,3.4548756000977536,15.068097053963008,24.646052919293012,33.98629646396979
2487,delaunay_triangulation,{'adapt_thr': True},McSyntheticMixture2,27,-0.844232784880167,4.479437218303849,14.682733128706666,24.254107832598002,33.9939082331695
2488,delaunay_triangulation,{'adapt_thr': True},McSyntheticMixture2,28,-1.428672786131402,3.3157862068704533,14.992701507859236,23.699725630318827,34.00613283899338
2489,delaunay_triangulation,{'adapt_thr': True},McSyntheticMixture2,29,-0.7147252121875857,3.879406378874447,14.074356752940968,23.487564462767033,33.73728460796896
2490,empty_space,{'adapt_thr': True},McSyntheticMixture2,0,-2.768547045914134,2.331799158483051,14.320429163091449,24.85322155559404,34.30046376018734
2491,empty_space,{'adapt_thr': True},McSyntheticMixture2,1,0.4574828847599779,2.2005322713315927,14.440705879758722,24.138138879612185,34.27015985173534
2492,empty_space,{'adapt_thr': True},McSyntheticMixture2,2,-2.7085959846548606,2.3862886348537886,14.186950018174432,23.762158819744748,34.39619069511435
2493,empty_space,{'adapt_thr': True},McSyntheticMixture2,3,-1.6732611113298046,1.5097285343200786,14.581751200795349,25.291994809595298,34.48287149628478
2494,empty_space,{'adapt_thr': True},McSyntheticMixture2,4,-0.8904813198637826,4.233972190654411,14.074065006908532,24.525471731452633,34.45261460102579
2495,empty_space,{'adapt_thr': True},McSyntheticMixture2,5,-1.4707713715011115,3.6761867499387946,15.32356853007429,25.470658298940187,34.82189118191455
2496,empty_space,{'adapt_thr': True},McSyntheticMixture2,6,-2.771349579606558,3.452091118154499,14.52319251310455,24.356262219521074,34.78018543928478
2497,empty_space,{'adapt_thr': True},McSyntheticMixture2,7,-2.091605829304764,3.560123074973083,15.02979366508992,24.587946453054123,34.47387266695603
2498,empty_space,{'adapt_thr': True},McSyntheticMixture2,8,-3.571801600482628,1.5236384491462094,14.865465013180774,25.076492153427385,35.163588070541756
2499,empty_space,{'adapt_thr': True},McSyntheticMixture2,9,-1.7892247792348817,2.278984034208464,14.241146447132994,24.713737672100493,34.230639489328155
2500,empty_space,{'adapt_thr': True},McSyntheticMixture2,10,-0.7928688165039408,4.550715275058729,14.639905055703007,24.33826783956523,34.55648776566805
2501,empty_space,{'adapt_thr': True},McSyntheticMixture2,11,-4.288821382129352,1.3670424903715137,14.559618543102662,24.365065307217577,34.60868918644379
2502,empty_space,{'adapt_thr': True},McSyntheticMixture2,12,-1.4698388091598689,2.5328898580347436,14.720222055615722,25.076621493912295,34.141957930396984
2503,empty_space,{'adapt_thr': True},McSyntheticMixture2,13,-1.326769709722551,5.436701750758319,15.39960768541775,25.949329840980553,34.95283319123785
2504,empty_space,{'adapt_thr': True},McSyntheticMixture2,14,-1.5070647045479366,3.5229620009038425,14.593205737758364,24.87089340085841,34.62870249829984
2505,empty_space,{'adapt_thr': True},McSyntheticMixture2,15,-1.532640041177651,3.716655519908787,14.432415613395314,24.455160941166785,34.474689614025436
2506,empty_space,{'adapt_thr': True},McSyntheticMixture2,16,-1.640611800155323,4.733611532455023,14.974654706332938,24.685954072122897,34.69590975164891
2507,empty_space,{'adapt_thr': True},McSyntheticMixture2,17,-1.1855686500660445,4.603268062493877,15.578061772160554,25.014652668946376,34.121733856042276
2508,empty_space,{'adapt_thr': True},McSyntheticMixture2,18,-1.553696506428373,4.214957514517604,15.054608862376975,25.453715532573877,34.73326319917609
2509,empty_space,{'adapt_thr': True},McSyntheticMixture2,19,0.08445182212575718,4.582681759127193,14.456563911518419,24.77272862034623,34.60418723711921
2510,empty_space,{'adapt_thr': True},McSyntheticMixture2,20,-2.9596878032823435,2.044265102233189,14.63928557100272,24.78490115387971,34.51905012315254
2511,empty_space,{'adapt_thr': True},McSyntheticMixture2,21,-2.3471129820518257,2.4839828604422816,14.016340940380063,23.631309655796507,33.90224459613447
2512,empty_space,{'adapt_thr': True},McSyntheticMixture2,22,-1.6842987897911341,1.4713383821947081,14.62777422932042,24.84126577057782,34.99469415424755
2513,empty_space,{'adapt_thr': True},McSyntheticMixture2,23,-2.3119992107472607,2.9186242062622068,14.126948584054816,24.680745500175778,34.16051505634763
2514,empty_space,{'adapt_thr': True},McSyntheticMixture2,24,-1.6249243858639013,4.426178236245367,14.36954869253993,24.91534343552745,34.6673573269285
2515,empty_space,{'adapt_thr': True},McSyntheticMixture2,25,-3.7032781208420937,4.1283997420173835,14.583308545785133,24.191356140147697,34.76824210049577
2516,empty_space,{'adapt_thr': True},McSyntheticMixture2,26,-1.3588662483950906,4.387474862384916,14.6344382616936,24.725080522068335,34.05816428969639
2517,empty_space,{'adapt_thr': True},McSyntheticMixture2,27,-1.2837955513926702,4.15218176508858,14.09131824602865,24.758265523137837,34.036532554145545
2518,empty_space,{'adapt_thr': True},McSyntheticMixture2,28,-1.7547351115138754,3.354095940711608,14.625745808139659,24.310299116968515,34.49300370185319
2519,empty_space,{'adapt_thr': True},McSyntheticMixture2,29,-1.3993547338991943,4.460675045491859,15.02119003935011,24.486111112496776,34.42752076752334
900,pseudo_bayesian_method,"((), {})",McSyntheticMixture2,0,-3.572641539733046,1.4622653829755259,11.678218346979797,22.298350567480117,16.46212898672544
901,pseudo_bayesian_method,"((), {})",McSyntheticMixture2,1,-3.6376086627265676,1.586285414503676,11.682993792234464,22.291803331119628,16.263310483171207
902,pseudo_bayesian_method,"((), {})",McSyntheticMixture2,2,-3.3192851982915346,1.721336264022613,12.259884946918227,21.16509527708582,15.857077281871515
903,pseudo_bayesian_method,"((), {})",McSyntheticMixture2,3,-3.7647510100486956,1.4889642627822266,12.255929939205688,22.60318932783865,16.864625400012663
904,pseudo_bayesian_method,"((), {})",McSyntheticMixture2,4,-3.361184344542916,2.0343868756692594,12.147059840420201,21.5322253593239,16.775541842137297
905,pseudo_bayesian_method,"((), {})",McSyntheticMixture2,5,-3.5445684708835046,1.8055028299662124,12.041164641985436,22.477617725819794,16.789901830476683
906,pseudo_bayesian_method,"((), {})",McSyntheticMixture2,6,-3.7841248506675735,1.937629162249742,12.437925149194824,16.118648981841513,16.37851194884877
907,pseudo_bayesian_method,"((), {})",McSyntheticMixture2,7,-3.6626316626115543,1.7877042227999356,11.766389664698966,22.097520811305284,15.926037358674563
908,pseudo_bayesian_method,"((), {})",McSyntheticMixture2,8,-3.0491301438297223,1.1624228206842158,12.110999834360745,22.569531349562354,16.363883633207404
909,pseudo_bayesian_method,"((), {})",McSyntheticMixture2,9,-3.381236555278403,1.619983124012578,9.051860442436586,21.767946005529986,16.202241261704078
910,pseudo_bayesian_method,"((), {})",McSyntheticMixture2,10,-3.673755168844444,1.7560280834345683,12.046984673024015,20.293241385312566,16.290848065121637
911,pseudo_bayesian_method,"((), {})",McSyntheticMixture2,11,-3.619135571353711,1.930558454444661,9.63464077961275,20.658765546852976,23.507854940989464
912,pseudo_bayesian_method,"((), {})",McSyntheticMixture2,12,-3.552700278744191,1.8505705393060976,12.304640223047054,22.064139701745482,16.27257318063277
913,pseudo_bayesian_method,"((), {})",McSyntheticMixture2,13,-3.624247827000842,2.084620661511847,10.678233671359765,22.60982115633309,16.137564383323266
914,pseudo_bayesian_method,"((), {})",McSyntheticMixture2,14,-3.7254504224824894,1.5600514361159115,10.942424219880074,21.953753377216763,16.404460201413013
915,pseudo_bayesian_method,"((), {})",McSyntheticMixture2,15,-3.6623934384540897,1.855526583476962,10.041171007266907,22.294915255106144,15.918924037833266
916,pseudo_bayesian_method,"((), {})",McSyntheticMixture2,16,-3.823111312292224,1.4879533494386434,11.824964445307309,21.931499168566315,16.37801192192595
917,pseudo_bayesian_method,"((), {})",McSyntheticMixture2,17,-3.5535931387185937,1.8293509708796483,11.46764414348218,22.3627899164375,15.883324771618986
918,pseudo_bayesian_method,"((), {})",McSyntheticMixture2,18,-3.614906758082674,1.4270077736334341,11.063182001115253,21.90587516169964,16.866380827999517
919,pseudo_bayesian_method,"((), {})",McSyntheticMixture2,19,-3.5008022327919743,1.8281815928023561,12.071536700740939,21.720996141045905,16.079584761905757
920,pseudo_bayesian_method,"((), {})",McSyntheticMixture2,20,-3.349382401596437,2.1530747241826784,10.67509983741731,21.36125497331507,16.186800556303737
921,pseudo_bayesian_method,"((), {})",McSyntheticMixture2,21,-3.674604246672568,1.4483610481354994,12.004602975402728,21.612589855923893,16.380090865573337
922,pseudo_bayesian_method,"((), {})",McSyntheticMixture2,22,-3.6649121594484226,1.7166257755398315,12.483802403268228,22.429458920489953,15.750581777436047
923,pseudo_bayesian_method,"((), {})",McSyntheticMixture2,23,-3.640217123614214,1.6502204121805053,11.892407680073164,21.77787942362695,16.306222862035348
924,pseudo_bayesian_method,"((), {})",McSyntheticMixture2,24,-3.642416698573255,2.1205985539413175,12.081155432797793,20.31513456241551,16.223684158578802
925,pseudo_bayesian_method,"((), {})",McSyntheticMixture2,25,-3.6359455797499733,2.1034344290554903,12.359978803854075,22.332298367726718,16.70088795664142
926,pseudo_bayesian_method,"((), {})",McSyntheticMixture2,26,-3.485531239372941,1.692313413301307,11.3668922595087,21.800638035823766,16.305579990823585
927,pseudo_bayesian_method,"((), {})",McSyntheticMixture2,27,-3.285697341460615,1.6200209329577577,11.275380054590178,22.102910589595297,21.66638894357407
928,pseudo_bayesian_method,"((), {})",McSyntheticMixture2,28,-3.7520818684987867,1.8793775585556136,11.995054576658184,22.63689177128287,16.881902919481956
929,pseudo_bayesian_method,"((), {})",McSyntheticMixture2,29,-3.375726444730616,1.915924609728484,8.386173445327522,22.181109922637063,16.312496817816815
930,sz_classification,"((), {})",McSyntheticMixture2,0,1.6507317875459666,3.8733379435687687,15.327935774758782,26.22538775065937,33.14895205138973
931,sz_classification,"((), {})",McSyntheticMixture2,1,2.614547326798211,3.214376533109502,14.400726468274849,24.32190282950806,33.72795243116444
932,sz_classification,"((), {})",McSyntheticMixture2,2,2.001836433539626,4.155687944196488,15.010032548907263,25.317403780359122,27.7373264454179
933,sz_classification,"((), {})",McSyntheticMixture2,3,0.4739772459056698,5.088483436264082,15.477535566093765,23.678447637380046,31.197091163442067
934,sz_classification,"((), {})",McSyntheticMixture2,4,2.6986220345042975,7.099752191891522,14.8715941269027,22.672859049402714,33.22179282106699
935,sz_classification,"((), {})",McSyntheticMixture2,5,-1.658449862983876,6.951615151569035,14.940925107349646,24.881941233445644,33.33739143192223
936,sz_classification,"((), {})",McSyntheticMixture2,6,-2.376261689974892,3.529866139258488,14.01693582367784,24.592745391373136,32.89491098328772
937,sz_classification,"((), {})",McSyntheticMixture2,7,1.812350581503082,8.975496643530349,14.089743758254262,24.08998815033351,30.413705358671827
938,sz_classification,"((), {})",McSyntheticMixture2,8,0.4622991046475391,5.5728014151406,15.353439582988283,23.79559698883056,33.438827056445035
939,sz_classification,"((), {})",McSyntheticMixture2,9,1.6655975784889618,3.8111024516872827,15.392740755207832,24.698114667047935,33.08580110539536
940,sz_classification,"((), {})",McSyntheticMixture2,10,-1.9618781319597005,2.7367266167061928,15.165049525466534,23.739406437451205,32.3441419945081
941,sz_classification,"((), {})",McSyntheticMixture2,11,-2.164388135965416,5.119898582880289,14.307994658205157,23.86806292953721,33.35139605464875
942,sz_classification,"((), {})",McSyntheticMixture2,12,-1.7659938574684377,3.727908966208287,14.371027685441307,24.038916999809203,32.24759102505902
943,sz_classification,"((), {})",McSyntheticMixture2,13,2.7351309254259664,7.0594428815495505,14.905139132094405,24.511755946012528,31.699567180767115
944,sz_classification,"((), {})",McSyntheticMixture2,14,-0.5928745371673326,7.083153894195538,14.923732106853691,24.530866779990323,33.508941930860274
945,sz_classification,"((), {})",McSyntheticMixture2,15,1.1748007754802683,4.194251903491464,13.724087165262059,23.675836054332123,32.804808283700076
946,sz_classification,"((), {})",McSyntheticMixture2,16,-0.5967123083483798,4.749739802117434,14.604023211584032,24.639149045755218,33.24124083429198
947,sz_classification,"((), {})",McSyntheticMixture2,17,2.4159204509943932,3.8615891777448637,16.518500859806572,23.417136044672393,33.37812142424521
948,sz_classification,"((), {})",McSyntheticMixture2,18,2.691976204118238,7.927098546313082,15.333344506379657,23.740421749211393,31.073363951055704
949,sz_classification,"((), {})",McSyntheticMixture2,19,2.965235551651817,7.578629215687318,15.549320527657715,24.383832722748203,33.58474525836536
950,sz_classification,"((), {})",McSyntheticMixture2,20,-1.3575592521097737,5.95560818180947,15.373277477968854,24.279802662982924,31.227265919165916
951,sz_classification,"((), {})",McSyntheticMixture2,21,-1.2574849965610264,2.9232977661773,13.876909613635817,24.12139626229784,32.898116646747255
952,sz_classification,"((), {})",McSyntheticMixture2,22,2.1394673968139584,4.4255659809133485,14.579772133898912,24.057408993713885,27.34517603373473
953,sz_classification,"((), {})",McSyntheticMixture2,23,-0.22501784647803358,5.002021207499433,16.97974482713168,23.911389148594793,31.543237202938037
954,sz_classification,"((), {})",McSyntheticMixture2,24,1.9955719668945302,2.8649035473890025,14.044355089085911,24.43913117583486,33.79999797399731
955,sz_classification,"((), {})",McSyntheticMixture2,25,3.524369473623806,5.256496066170961,15.042934193564768,23.964497274057184,33.203134032447366
956,sz_classification,"((), {})",McSyntheticMixture2,26,2.8177576207321007,4.821336805667738,13.728498614760806,23.171776814447483,33.245576236176795
957,sz_classification,"((), {})",McSyntheticMixture2,27,0.07021144780039257,7.541322516773974,14.909816781964407,23.63483059933661,33.44998527309668
958,sz_classification,"((), {})",McSyntheticMixture2,28,2.1387464065043775,7.9158243525003,15.270778911402793,24.334768697217992,33.499571998230586
959,sz_classification,"((), {})",McSyntheticMixture2,29,2.506561388870152,8.995174414261996,14.93818066443074,23.672820596631755,29.804868886196864
840,thresholding_garrote,"((), {})",McSyntheticMixture2,0,1.3998373332574268,6.548689793794685,16.505117975363074,26.02987905632286,35.517738769553105
841,thresholding_garrote,"((), {})",McSyntheticMixture2,1,1.347944974419684,6.396783705052136,16.294970947070095,26.015883323880576,35.55332467025138
842,thresholding_garrote,"((), {})",McSyntheticMixture2,2,1.5937214039483836,7.1043085509641895,16.807048351535766,26.181875320720216,35.64623633791229
843,thresholding_garrote,"((), {})",McSyntheticMixture2,3,1.3879093525942987,6.380819114636871,16.55209926316334,26.06236431896207,35.4612932025048
844,thresholding_garrote,"((), {})",McSyntheticMixture2,4,1.224965980187779,6.081969024204165,15.826350476980089,25.58231604257404,35.166324975514485
845,thresholding_garrote,"((), {})",McSyntheticMixture2,5,1.6557394314355058,6.650559182767949,16.601154285013727,26.200911434664018,35.758395827626394
846,thresholding_garrote,"((), {})",McSyntheticMixture2,6,0.8466330582581637,6.363828652057734,16.434873376993455,26.435801937465342,35.92086965666488
847,thresholding_garrote,"((), {})",McSyntheticMixture2,7,1.8177968741273418,7.202576776775864,17.100468664827886,26.4710748454578,35.67473580996288
848,thresholding_garrote,"((), {})",McSyntheticMixture2,8,1.8156198592125588,6.89093683887134,16.897727647397968,26.640880547815414,36.131230859849204
849,thresholding_garrote,"((), {})",McSyntheticMixture2,9,1.7201540052913082,6.6563455506811575,16.259714105875073,26.077269773610247,35.53233604761102
850,thresholding_garrote,"((), {})",McSyntheticMixture2,10,0.7284803800252114,5.761817405026334,15.843256092558345,25.743204424804045,35.44868285737692
851,thresholding_garrote,"((), {})",McSyntheticMixture2,11,1.4750902831659332,6.559033787580964,16.547964331211777,26.150291921266742,35.6048301654305
