,SNRin,Method,Parameter,Signal_id,Repetition,QRF
306,0,contour_filtering,"((), {})",McMultiCos2,6,2.1873864836430226
307,0,contour_filtering,"((), {})",McMultiCos2,7,2.239558122774702
308,0,contour_filtering,"((), {})",McMultiCos2,8,2.0105419958943167
309,0,contour_filtering,"((), {})",McMultiCos2,9,1.8579357368401606
310,0,contour_filtering,"((), {})",McMultiCos2,10,2.3099884436280886
311,0,contour_filtering,"((), {})",McMultiCos2,11,2.172051357327302
312,0,contour_filtering,"((), {})",McMultiCos2,12,1.9405141209799346
313,0,contour_filtering,"((), {})",McMultiCos2,13,2.0619850509335444
314,0,contour_filtering,"((), {})",McMultiCos2,14,2.3938172336665313
315,0,contour_filtering,"((), {})",McMultiCos2,15,2.0719741855741733
316,0,contour_filtering,"((), {})",McMultiCos2,16,1.9666037891308226
317,0,contour_filtering,"((), {})",McMultiCos2,17,2.6723736259802
318,0,contour_filtering,"((), {})",McMultiCos2,18,2.0279568325141657
319,0,contour_filtering,"((), {})",McMultiCos2,19,1.8309728325005692
320,0,contour_filtering,"((), {})",McMultiCos2,20,2.033525239841865
321,0,contour_filtering,"((), {})",McMultiCos2,21,1.9946476775264912
322,0,contour_filtering,"((), {})",McMultiCos2,22,2.1621763401117438
323,0,contour_filtering,"((), {})",McMultiCos2,23,1.7757838369431096
324,0,contour_filtering,"((), {})",McMultiCos2,24,1.9043276611933921
325,0,contour_filtering,"((), {})",McMultiCos2,25,1.8177696940406833
326,0,contour_filtering,"((), {})",McMultiCos2,26,1.9952199144363147
327,0,contour_filtering,"((), {})",McMultiCos2,27,2.398260334834648
328,0,contour_filtering,"((), {})",McMultiCos2,28,2.150146807697823
329,0,contour_filtering,"((), {})",McMultiCos2,29,1.8558621611872708
330,0,contour_filtering,"((), {})",McMultiCos2,30,2.025158955653676
331,0,contour_filtering,"((), {})",McMultiCos2,31,2.337720774368077
332,0,contour_filtering,"((), {})",McMultiCos2,32,2.270639398294429
333,0,contour_filtering,"((), {})",McMultiCos2,33,1.933189131719487
334,0,contour_filtering,"((), {})",McMultiCos2,34,1.9895135086642175
335,0,contour_filtering,"((), {})",McMultiCos2,35,1.9003164661184246
336,0,contour_filtering,"((), {})",McMultiCos2,36,2.7296613478662213
337,0,contour_filtering,"((), {})",McMultiCos2,37,2.58451674813558
338,0,contour_filtering,"((), {})",McMultiCos2,38,2.031706698958407
339,0,contour_filtering,"((), {})",McMultiCos2,39,2.1619739638869677
340,0,contour_filtering,"((), {})",McMultiCos2,40,1.8970797548565124
341,0,contour_filtering,"((), {})",McMultiCos2,41,2.3550406792718355
342,0,contour_filtering,"((), {})",McMultiCos2,42,1.9767810078150019
343,0,contour_filtering,"((), {})",McMultiCos2,43,2.790781275721697
344,0,contour_filtering,"((), {})",McMultiCos2,44,1.812790150212539
345,0,contour_filtering,"((), {})",McMultiCos2,45,1.7871217810123037
346,0,contour_filtering,"((), {})",McMultiCos2,46,1.9093206133191178
347,0,contour_filtering,"((), {})",McMultiCos2,47,2.33105837677863
348,0,contour_filtering,"((), {})",McMultiCos2,48,2.461355026997564
349,0,contour_filtering,"((), {})",McMultiCos2,49,2.0135023451206897
350,0,contour_filtering,"((), {})",McMultiLinear,0,1.898757663760501
351,0,contour_filtering,"((), {})",McMultiLinear,1,1.9920672796174201
352,0,contour_filtering,"((), {})",McMultiLinear,2,1.945495359938464
353,0,contour_filtering,"((), {})",McMultiLinear,3,1.9475971811628474
354,0,contour_filtering,"((), {})",McMultiLinear,4,1.7277950282756847
355,0,contour_filtering,"((), {})",McMultiLinear,5,1.8622519305661231
356,0,contour_filtering,"((), {})",McMultiLinear,6,1.8857038091627476
357,0,contour_filtering,"((), {})",McMultiLinear,7,2.140076525731602
358,0,contour_filtering,"((), {})",McMultiLinear,8,1.7679499937791554
359,0,contour_filtering,"((), {})",McMultiLinear,9,1.8425876287193645
360,0,contour_filtering,"((), {})",McMultiLinear,10,2.1559881298197467
361,0,contour_filtering,"((), {})",McMultiLinear,11,2.0086454920212375
362,0,contour_filtering,"((), {})",McMultiLinear,12,2.0058352651547557
