,Method,Parameter,Signal_id,Repetition,0,10,20,30
800,contour_filtering,"((), {})",ToneDumped,0,2.483360124162622,12.397002316694177,23.30386816780516,32.217098675500296
801,contour_filtering,"((), {})",ToneDumped,1,2.62478693227753,12.828906572503689,23.450322565106326,31.379425367910105
802,contour_filtering,"((), {})",ToneDumped,2,2.775123323933644,12.34669023618749,23.411415987454724,32.027908371754435
803,contour_filtering,"((), {})",ToneDumped,3,2.2274786360769228,12.36938476272623,23.108064023586643,32.16862056606469
804,contour_filtering,"((), {})",ToneDumped,4,2.0767543410401106,12.6708510917878,22.99363165156595,32.03451674670915
805,contour_filtering,"((), {})",ToneDumped,5,2.6808213360833983,12.34652870830506,23.273913870804876,32.299483420926116
806,contour_filtering,"((), {})",ToneDumped,6,1.8259098810701702,12.447787514598161,23.380630247220196,31.92987904233325
807,contour_filtering,"((), {})",ToneDumped,7,1.8884423084760347,12.030152122131472,23.773194307999603,32.14708379718757
808,contour_filtering,"((), {})",ToneDumped,8,2.1181875289893553,12.201218460177492,23.174154092074843,31.783800520077065
809,contour_filtering,"((), {})",ToneDumped,9,2.5959454477871673,12.245139584717567,23.735597389855023,31.990289558452467
810,contour_filtering,"((), {})",ToneDumped,10,2.115366286536891,12.201505618721889,23.381450648883238,32.00345854823135
811,contour_filtering,"((), {})",ToneDumped,11,1.965983446264593,12.412264263812649,23.169956822981405,32.04491749639137
812,contour_filtering,"((), {})",ToneDumped,12,2.347566492480258,12.339465808850427,23.15385290922834,32.408404678235264
813,contour_filtering,"((), {})",ToneDumped,13,2.421230265669505,12.569206150148812,23.342274559676465,32.109061814029374
814,contour_filtering,"((), {})",ToneDumped,14,2.2162420042905144,12.555589694027452,23.752379506201336,31.91763466953255
815,contour_filtering,"((), {})",ToneDumped,15,2.3483601922811626,11.925043980404688,23.497983122070497,31.81791652971934
816,contour_filtering,"((), {})",ToneDumped,16,2.3086113409649394,12.335730446687261,23.348955471756263,32.08574277508073
817,contour_filtering,"((), {})",ToneDumped,17,2.2846007710201466,12.37452252146814,23.329555422654146,31.587116236654186
818,contour_filtering,"((), {})",ToneDumped,18,2.461655674283086,12.194603176920818,23.551473493074507,31.843464623418647
819,contour_filtering,"((), {})",ToneDumped,19,2.0515140552016904,12.460072691520281,23.647274632595824,31.67558709868152
820,contour_filtering,"((), {})",ToneDumped,20,1.6175563962529367,12.417963303814691,22.968772531320944,32.27969316935869
821,contour_filtering,"((), {})",ToneDumped,21,2.241268189410886,12.537087468752215,23.631974976443395,32.199605389684514
822,contour_filtering,"((), {})",ToneDumped,22,2.3596726112775563,12.369244399081794,23.143307979615713,31.771029750306145
823,contour_filtering,"((), {})",ToneDumped,23,2.698110165557288,12.4471619903175,23.307491823738363,32.01520731184463
824,contour_filtering,"((), {})",ToneDumped,24,2.273860824912895,12.764074845236594,23.216573553376207,32.313240940438355
825,contour_filtering,"((), {})",ToneDumped,25,2.249607106250522,12.778762406742265,23.228861608024847,31.96083872383687
826,contour_filtering,"((), {})",ToneDumped,26,2.4485145020357977,12.38987370653213,23.475910669635383,32.16936144052799
827,contour_filtering,"((), {})",ToneDumped,27,2.313550000337656,12.712100551661596,23.3254686622965,32.37886335865446
828,contour_filtering,"((), {})",ToneDumped,28,2.0837059627092356,12.785092205189812,23.45858539713604,31.571451877413466
829,contour_filtering,"((), {})",ToneDumped,29,2.797315830487586,12.414825191235,23.782183420134313,32.12533429684354
830,contour_filtering,"((), {})",ToneDumped,30,2.080971588788495,12.71651456306125,23.703943667705918,31.371449498431907
831,contour_filtering,"((), {})",ToneDumped,31,2.3377901829281216,12.222093655863386,23.5228045758028,31.89854356225682
832,contour_filtering,"((), {})",ToneDumped,32,2.3562652134060866,12.80927395901513,23.74596655489736,31.549110868971447
833,contour_filtering,"((), {})",ToneDumped,33,2.602366396637666,12.407082038761441,23.029923040624137,31.83887383972548
834,contour_filtering,"((), {})",ToneDumped,34,2.3526983679459716,12.354354840608634,23.69285495220721,31.860194970966276
835,contour_filtering,"((), {})",ToneDumped,35,1.9191038338926485,12.135483400407862,23.752010418475145,31.973225313308514
836,contour_filtering,"((), {})",ToneDumped,36,2.2520484739622146,12.386338132026733,23.766329015736428,31.94637174239041
837,contour_filtering,"((), {})",ToneDumped,37,1.7568002123580873,12.491605705838463,23.091358044374907,32.0176604448902
838,contour_filtering,"((), {})",ToneDumped,38,2.365415081575974,12.231153640292456,23.40634291716349,31.663496325177412
839,contour_filtering,"((), {})",ToneDumped,39,2.1837322545091347,12.157507165851058,23.275457156172173,31.904197346566455
840,contour_filtering,"((), {})",ToneDumped,40,2.563154625363149,12.215133502289737,23.18855182723165,32.13180108623292
841,contour_filtering,"((), {})",ToneDumped,41,2.0815125969368395,12.364309966378183,23.14070175426691,31.66189170821459
842,contour_filtering,"((), {})",ToneDumped,42,2.4901853375973793,12.318977016730416,23.239025918417617,32.071521673970345
843,contour_filtering,"((), {})",ToneDumped,43,2.176049142720491,12.22819538900769,23.128344241616897,31.589428534373624
844,contour_filtering,"((), {})",ToneDumped,44,2.0820718825924027,12.236511794882093,23.30199302850579,32.193889700249436
845,contour_filtering,"((), {})",ToneDumped,45,2.2388705029085374,12.62724574549775,23.53895068911732,32.016035301850415
846,contour_filtering,"((), {})",ToneDumped,46,1.8640182089142265,12.537020050863852,23.43587359152456,32.351975611964264
847,contour_filtering,"((), {})",ToneDumped,47,2.4870916360356574,12.634919755098995,23.870247036207722,32.28045441859168
848,contour_filtering,"((), {})",ToneDumped,48,2.009312987473032,12.178981107720766,23.150152813443388,31.566070980943387
849,contour_filtering,"((), {})",ToneDumped,49,2.2072886476569806,12.167502594202919,23.733393403893377,31.72647145184407
850,delaunay_triangulation,"((), {})",ToneDumped,0,7.6430374597351225,16.985845309079764,27.44916482662675,4.558544194753138
851,delaunay_triangulation,"((), {})",ToneDumped,1,6.835025963646563,16.19234183158692,26.86347501312778,4.929271613044949
852,delaunay_triangulation,"((), {})",ToneDumped,2,0.12330640737139269,19.43038399492909,29.11677923814132,4.993388012905991
853,delaunay_triangulation,"((), {})",ToneDumped,3,7.992799967599192,16.524718739900198,26.41577720167685,6.942252611655572
854,delaunay_triangulation,"((), {})",ToneDumped,4,7.966660704558029,17.833063584820803,26.98050798924866,15.970313616666317
855,delaunay_triangulation,"((), {})",ToneDumped,5,6.934850901358195,16.025906092862275,6.722576909751058,4.628918211423138
856,delaunay_triangulation,"((), {})",ToneDumped,6,6.583223034688405,18.224114467733383,27.719162489657872,3.72761457951973
857,delaunay_triangulation,"((), {})",ToneDumped,7,7.146116643236739,16.76008777762318,27.773086291056366,6.601502960870315
858,delaunay_triangulation,"((), {})",ToneDumped,8,4.938641437408299,16.16073865216428,25.69421465822395,5.9103535752607055
859,delaunay_triangulation,"((), {})",ToneDumped,9,8.211224906882666,17.944371251667025,7.591169496204161,4.9949627914877714
860,delaunay_triangulation,"((), {})",ToneDumped,10,8.957147918427378,17.42196836783687,26.887388719356213,7.928939751323724
861,delaunay_triangulation,"((), {})",ToneDumped,11,7.383404104618686,18.254410061182703,26.903786753359263,4.9909063375792435
862,delaunay_triangulation,"((), {})",ToneDumped,12,9.421785270823667,17.955113842435136,26.56757670425958,5.979054369458593
863,delaunay_triangulation,"((), {})",ToneDumped,13,8.70615235368889,17.266667061118163,26.737518074868248,20.263440088699106
864,delaunay_triangulation,"((), {})",ToneDumped,14,8.153842126162079,18.869634219966663,28.92161309324105,4.30823556462353
865,delaunay_triangulation,"((), {})",ToneDumped,15,7.773621413548985,13.792294918939847,28.351741231561697,4.895312133657097
866,delaunay_triangulation,"((), {})",ToneDumped,16,7.418429860508593,17.78750873348569,27.923139264025142,7.44555444896411
867,delaunay_triangulation,"((), {})",ToneDumped,17,9.330697356606573,17.022443530378297,27.38129473776777,5.04212110643933
868,delaunay_triangulation,"((), {})",ToneDumped,18,8.992201525394869,16.594636696306445,27.04312815086719,4.430462446793549
869,delaunay_triangulation,"((), {})",ToneDumped,19,8.358951534769949,17.973634069519196,25.990264233274047,7.447079168011416
870,delaunay_triangulation,"((), {})",ToneDumped,20,6.316513284619369,17.224921604879157,27.126894383786528,5.318174150951444
871,delaunay_triangulation,"((), {})",ToneDumped,21,6.040168832448193,17.01109808282894,25.48275375373477,7.130314770300701
872,delaunay_triangulation,"((), {})",ToneDumped,22,7.592038000448032,16.934967292930367,26.13915053932189,5.219583796256181
873,delaunay_triangulation,"((), {})",ToneDumped,23,6.960209349853967,15.933948177654615,25.91901730385112,5.632575101659181
874,delaunay_triangulation,"((), {})",ToneDumped,24,6.594877398853339,15.741928078771249,26.0619875220913,7.167883573633565
875,delaunay_triangulation,"((), {})",ToneDumped,25,4.651741986883929,17.528681293686304,5.300507764921663,5.291983836986568
876,delaunay_triangulation,"((), {})",ToneDumped,26,8.971668373095183,16.274197541006686,26.666961140936078,5.4735407438981145
877,delaunay_triangulation,"((), {})",ToneDumped,27,8.83099648483633,17.242981509197215,27.049244837591594,4.43318172479508
878,delaunay_triangulation,"((), {})",ToneDumped,28,5.286219054725631,17.609324504491088,25.566418290673084,4.30069374924919
879,delaunay_triangulation,"((), {})",ToneDumped,29,7.15292212743695,14.652138621129478,25.582120797755596,4.629879424049514
880,delaunay_triangulation,"((), {})",ToneDumped,30,7.647935241627596,15.879717208244914,26.32524153137865,4.247000291168316
881,delaunay_triangulation,"((), {})",ToneDumped,31,7.555287448678213,16.310249832304358,26.00687304620508,5.384788126297155
882,delaunay_triangulation,"((), {})",ToneDumped,32,9.217294008027338,16.06251374054247,25.05117336588858,7.524395826232968
883,delaunay_triangulation,"((), {})",ToneDumped,33,6.956504778738734,16.624111224865793,25.357652580871207,8.477030288417213
884,delaunay_triangulation,"((), {})",ToneDumped,34,6.999112753324653,17.130591028756143,16.24299674723861,4.621707218943788
885,delaunay_triangulation,"((), {})",ToneDumped,35,7.05772455315107,16.363573914408327,26.839873692068142,5.776228930649317
886,delaunay_triangulation,"((), {})",ToneDumped,36,6.894873636829448,17.423696941608604,28.090267142684734,5.985646150098839
887,delaunay_triangulation,"((), {})",ToneDumped,37,7.603740145972303,18.917645631133276,26.441093670838995,4.97710457780714
888,delaunay_triangulation,"((), {})",ToneDumped,38,8.033508854077187,16.07752295091976,19.523892568157496,20.03859284003891
889,delaunay_triangulation,"((), {})",ToneDumped,39,9.548025836603564,15.783567950759812,27.51862059748516,5.675579326865625
890,delaunay_triangulation,"((), {})",ToneDumped,40,8.677752716053234,14.88795018265564,26.65187069530095,6.626213284197849
891,delaunay_triangulation,"((), {})",ToneDumped,41,4.516469484016187,17.617667703437483,27.482266774944254,5.06866037829374
892,delaunay_triangulation,"((), {})",ToneDumped,42,8.604335298320828,16.254314146714105,26.826414478359148,5.274850540931188
893,delaunay_triangulation,"((), {})",ToneDumped,43,9.246976701657413,15.975941698870923,23.80952563503346,4.4416249929552745
894,delaunay_triangulation,"((), {})",ToneDumped,44,10.497691064416166,17.30711775299119,27.16244625594205,4.756253032497923
895,delaunay_triangulation,"((), {})",ToneDumped,45,7.8501039857963875,15.008192155151416,27.567555237800367,4.766266167250181
896,delaunay_triangulation,"((), {})",ToneDumped,46,6.87081110723352,17.66489885748581,26.98237414417916,4.69091985054832
897,delaunay_triangulation,"((), {})",ToneDumped,47,6.076119858926107,16.886137887254147,29.153443193390775,4.051732875781683
898,delaunay_triangulation,"((), {})",ToneDumped,48,7.326309717709646,17.975620784893994,26.79073507370836,4.9741263445343415
899,delaunay_triangulation,"((), {})",ToneDumped,49,6.88914986310457,17.23648432418017,27.033685152215924,5.119444655526459
900,empty_space,"((), {})",ToneDumped,0,8.387026948876171,16.578335009832962,26.81433996364165,37.12534058177762
901,empty_space,"((), {})",ToneDumped,1,7.776428084168252,15.492823771288787,26.50881742856614,36.00455572905865
902,empty_space,"((), {})",ToneDumped,2,8.680065819296923,18.5673642824704,27.74325776611162,36.2421814304455
903,empty_space,"((), {})",ToneDumped,3,6.568782264650464,15.941583813527076,26.582383053675755,37.566710028609876
904,empty_space,"((), {})",ToneDumped,4,7.79175283905412,17.83922945367688,25.75581374405541,36.95466939305801
905,empty_space,"((), {})",ToneDumped,5,7.517731142233458,16.099149805984286,25.453921778824675,35.97022812821108
906,empty_space,"((), {})",ToneDumped,6,6.296379163517637,17.782674342661146,27.687636927438177,36.69003514982529
907,empty_space,"((), {})",ToneDumped,7,8.162626327077106,16.760889507803544,26.364092362327355,36.088127994014734
908,empty_space,"((), {})",ToneDumped,8,3.8965728724764324,16.421604434817137,26.330116476907996,36.36228444966039
909,empty_space,"((), {})",ToneDumped,9,7.12432713793098,17.341042255102394,26.385324011100085,36.03557004411123
910,empty_space,"((), {})",ToneDumped,10,7.966972727298343,16.46695512011798,26.993449110848246,37.46035867770902
911,empty_space,"((), {})",ToneDumped,11,6.360756535290449,18.653160441813718,26.870352373236432,35.90545546695447
912,empty_space,"((), {})",ToneDumped,12,8.047610169406004,17.46759389373962,26.00997763637675,35.52516748296444
913,empty_space,"((), {})",ToneDumped,13,8.459473717078419,16.97017396346142,26.644290698724127,36.41537128178071
914,empty_space,"((), {})",ToneDumped,14,7.570712260561674,17.17534634172838,28.01881548857722,36.683329383711765
915,empty_space,"((), {})",ToneDumped,15,6.559960272622999,13.56880343693987,27.57372724419646,37.88038645389297
916,empty_space,"((), {})",ToneDumped,16,6.85044685829316,16.07236333637551,26.674846293124503,35.61267583093213
917,empty_space,"((), {})",ToneDumped,17,8.020579303002348,17.415081011655325,26.74638417175805,36.15099669482064
918,empty_space,"((), {})",ToneDumped,18,6.551013068215231,16.468149398870008,26.536899490756447,36.02695278695891
919,empty_space,"((), {})",ToneDumped,19,7.13084886568382,17.884659847348214,25.402937825718446,36.6645832053868
920,empty_space,"((), {})",ToneDumped,20,6.324809647046189,17.096486131170067,26.475685574766562,39.300000478845504
921,empty_space,"((), {})",ToneDumped,21,7.464076270796236,16.15977263477435,25.361397268711002,35.83414340045464
922,empty_space,"((), {})",ToneDumped,22,6.568544090127084,16.675762880140226,26.81262109287429,37.131947258060485
923,empty_space,"((), {})",ToneDumped,23,6.664934686897106,15.798113646240255,26.743638954625304,36.7080986009999
924,empty_space,"((), {})",ToneDumped,24,6.465860971796578,16.673099910802623,25.911851685422015,36.56462362756536
925,empty_space,"((), {})",ToneDumped,25,5.312866889297423,16.647790197634798,25.49824471800227,36.35956700352412
926,empty_space,"((), {})",ToneDumped,26,7.723045298546419,16.92973708037104,25.759153444848533,36.531623475621366
927,empty_space,"((), {})",ToneDumped,27,7.284317127509782,16.87550712063353,26.23197048252647,37.25699469324312
928,empty_space,"((), {})",ToneDumped,28,6.659051641703263,16.40649462898694,27.36651901152788,35.980691109546825
929,empty_space,"((), {})",ToneDumped,29,6.003694470747137,14.602060405892818,26.63501299608306,36.63759539487246
